Source,Target,weight
182434627212,Reiner Calmund,11419
140487125985805,Bishop Paul S. Morton,9504
117122378318056,KPRC2 Randy McIlvoy,5712
157688154345795,Sharny & Julius,7213
270449766011,Bogdan Vladau,9933
179304202089888,DeadFix,10665
191929487572674,Andrea Kaiser,10863
89243082905,DJ LATIN PRINCE,8652
173058891197,Kim Alexis,2623
1408040289443872,Seema Jaswal,2842
613712542020031,Vice Mayor Rex Richardson,4395
111868175566951,Dr Hossein Elahi Ghomshei,4462
323109621088382,阿喜 林育品,5664
1269137926481420,سارة,9153
503569239816397,Claudia Maxones,5014
162737470589326,Shudh Desi Endings,6522
275671364923,Jessica Watson (Official),4714
107704705968981,Laura Dundović,9635
456043694418599,Brad Gruno's Raw 4 Paws,5920
123730650976097,Polly Gillespie,8143
138005120307,Dr. Ava Cadell,453
126651440466,Roberto Bolle Official Page,2581
156951837773645,Flavio Bolsonaro,1382
104574836362128,Aaron Roach Bridgeman,6694
808324575878026,Jason Santos,8169
220579784732993,Daniel Buda,4349
1379056935733149,SpeXial-易恩 Ian,682
507298212622929,DominoKati,4454
261063714060055,Grado,4883
142388075771428,MARIAH (PARIS) BALENCIAGA,4792
117413415009806,El Paisa Radio,5453
117918018266176,President Mahmoud Abbas,8989
353199739825,Alessandra Ambrosio,7440
166223960153337,Dave Emanuel,2555
138085682949389,向娃,9783
327068760680768,Erick Cuesta,3647
125440137469056,Luis Camacho,2516
153960857971695,GoldGlove,3894
43618175680,Seth Rudetsky,961
211812305607127,Beth Williams,2268
439343439548830,Quirino Ordaz Coppel,1590
210803355622551,Shantal Monique,2521
308434365858054,Martin Castrogiovanni,5724
930434823638847,Isaac Brinker,7024
100653236907,Dr T.L. Osborn,234
151668771550855,עודד פז,10674
146473388759087,TRASHTAZMANI,7849
120862454661944,Emily Maynard,1726
71485571121,Tom Anderson (MySpace Tom),99
359954954060660,Kevin Sizemore,294
923108514461326,Punch TDE,10678
1486826771599178,Dave Nemeth,7025
1626573797572946,Deputado Carlos Andrade,5760
253321574704931,Misty Lee,9250
256394914379737,Chicser,4938
514920591885308,Cristóbal Soria,345
438204072915527,Oana Andreea Nechiti,10272
1109461022506174,Lydia Sarunrat Deane,11253
156240601122609,Dylan Yeandle,3816
1785922784967049,David Dobrik,6724
191237338481,TerezOwens.com,4734
1509388875966253,Kris MacCabe,3465
74456112688,Woody,2663
1451747921741820,Biyon Kattilathu,6378
242698775930068,Michael Sandvoss,3264
1653979578159205,Winnie Sun,7132
210660919104836,Alana Sanders,7591
673589539324977,Sorial Girgis Giorgio,6026
54114377243,Vincenzo Capuano,8415
226060464219563,Luca Rutolo,9123
153011051385321,Tony Stiles,7276
228053333997,Andreas Türck,4947
1748214825406409,蔡祥 Sonia Tsai,7069
215923445213421,Gary Busey,10562
100511233392220,Olivia Palermo,5480
694225690687259,Fitzy & Wippa,10734
125919040793381,Josie Stevens,9611
151678361602046,Matthias Müller RADIO PSR,719
1436203299960526,Chris Leavitt,10699
210552700257,Evangelist Reinhard Bonnke - Official Page,10088
435452539844439,Naomi Shimada,4905
1450224708610711,Caitlyn Jenner,9556
275405543399,James Taylor,2104
166424440075412,Lulzim Basha,10470
152911364902393,Melissa Khalaj,6916
298981942547,Fred Bastien,9072
436431613118327,Michael Douglas,6330
108124055881291,朱芯儀,6211
241206699240491,Anne Avantie,4101
56905786991,Beverly Johnson,9192
110343285691930,مشاري راشد العفاسي - Alafasy,7677
131627270232040,Danielle Darling Zavala,7824
333286050098288,Georgia Pellegrini,9733
45017654211,Federica Panicucci official page,8944
267736313262706,Cecilie Skog,10290
983470945064421,La vie secrète des Super-Héros,7655
1565936377036297,Stephanie Newby,11372
131106190415614,Arianna Spessotto Cittadina Portavoce M5S,7746
268155186622198,Anibal Marrero,4150
1616458521900335,רחל עזריה,5545
1388835014720804,Fifi菲菲兒,5379
551185291612246,Sam Tan,1468
126408250759399,茵芙 Demi,2190
973618425990401,DJ Ryan Wolf,1163
194966307183280,Jesús Alzamora,2334
361923337342246,Little Miss Egypt,6845
106730572759474,Mike Danger on 98.9 The Buzz,907
894161727307494,Dickey Beer,5529
1427608717540200,Mariano Peluffo,9009
109288629190988,Vertez,5758
110514992435517,Fabien Lecoeuvre,7211
276735771548,Mattie Montgomery,5989
138895112959832,Elly Mayday Official Fanpage,10752
423931771024129,Nicole Clemons Noles,10335
104754069555267,Ronna McDaniel,6409
188140011283436,NikkieTutorials,8960
151417874094,Jesse,9213
236503793186142,Egon Barthels,4728
1454098088180527,Honora Bowen,5202
139499536139566,Linda Reed-Enever,6109
195685817126026,Dr. Guillermo Rodríguez Navarrete,1125
120421794660830,Rev. Dr. Chuck Currie,5821
324666325461,Grannies on Safari,10969
847626701984935,Kitty Choi 蔡佩賢,7537
409875129180135,Shlomit Malka,1262
157546340968012,Malikai,9179
1621006574800091,Lawrence H. Summers,6818
1491945694421203,Farm Babe,8676
136106903123204,منصف المرزوقي - Moncef Marzouki,4691
1043819092406544,Adam The Creator,10167
285931831474432,Titus and His Girl Hailey,5024
112227918890913,Kelly Franson,6347
127598203976458,Kim Lyons,5187
46098403049,Stephen Mulhern,7966
237746923767,Nicole Chacon,3622
277965913514,Von Wong,5433
207225952671827,I-HUA 吳宜樺,2132
95798344164,Elle Fowler,5095
464359716998297,Rosie Cepero,6699
146090802523318,Helen Skelton-Myler,3963
117527298267810,Shane Lowry,2812
540919732624850,Andrea Logan White,4507
1097753246913419,Daniel Vézina,7425
404295586445224,Paweł Pudłowski,10781
143685929004320,NickSarnicola.com,9800
303347506960,吳鳳 Rifat,2741
11060438851,Helle Thorning-Schmidt,9261
228585213818644,Daphne Oz,10730
133115520086558,OracleFox,10259
24528231796,Steve Doocy,2591
439448792737420,Michel Birri,3402
557598294277798,Katrina Hodgkinson MP,9275
295766930517376,Mexicana Universal Puebla,9832
208920182569222,THE ILLUSIONISTS,5025
236871166523883,Giulia Salemi,10979
555245464549874,Bispo Romualdo,10983
113474105334032,Mary King,8082
133275153400857,Bobby Laurie,354
232634534520,Eric Zuley aka EZ's Official Fan Page,6592
128391476718,General Colin L. Powell,10609
272388519439405,The Naked Traveller,3915
155887001146773,Vaibhav Talwar,1910
379172038822490,Victoria Baldesarra,6586
112209038792226,侯怡君的家,7681
282267451813072,Carmen Bruma (Oficial),9767
114337308926,Jeannie Mai,8691
183684841705295,周荀/DenKa,1383
635921963221671,Evan Mawarire,233
588127891245970,Alex Mytton,6696
127240277382278,Waffles the Cat,7526
186105661431585,Claudia Arce Lemaitre,2747
206311109464245,The Fuel Girls,1502
232605883423806,Trigg Watson,3662
396743450489574,Nolen Niu,10328
713783991979345,Omar Chaparro,6856
598982416846784,Pradeep Machiraju,7065
122963637778580,Joseph Vargas,4998
233710343365713,Gustavo Corrêa,3220
114752125232214,于美人,8016
599138113509617,Steve Klasko,7922
163237587161404,Ridwan Kamil,1558
944962678887649,Ashleigh Bareham,1851
174592260856,Dennis Tinat,11070
382630078515535,Viih Tube,840
660410357307599,Luiz Nishimori,7910
203543037636,Tony Caputo,6264
238212929587064,Cristopher James Barousse,665
120890541284796,Janka Polliani,2622
416129431758366,Mahoganycurls,9162
284225648611797,金凱德 Kate,7270
132851116778041,Krzysztof Gonciarz,3033
8789629769,TOSELAND,2397
334024573365725,Ramin Abtin,4055
484339491716639,John Kosmalla,5461
483340768364871,Rob Wilson,6500
156608444377317,Ebrusbeautylounge,10545
162933737231,Felix Moese,626
172963798367,Dominique Hudson,2585
119927151354025,Mindy Drayer,8660
200252863403250,James Kingston,7561
126828580671866,brentalfloss,1578
152625754787414,Winston Sih,6948
22819070941,Christy Clark,7761
217083581640701,Nick Alan,4241
221869024534178,Jeni Summers,8466
115504255170909,Dee Christopher,10924
1002929679737811,Bob the Builder,3176
142556255759850,Linora Low,4061
759134230770681,Paulo Altomani,10415
141015139413940,Stephanie McMahon - WWE,9941
399028770139528,Bettie Ballhaus,9835
291468278022,Fiona Erdmann,10895
281552298251,Todd Rokita,2922
160475510677017,José Simão,2654
439944719514418,Louis Sarkozy,5204
442001475926896,Chris Duke,9029
407232109358409,Lili Estefan,4011
105187573163463,Anthony ONeal,9132
929210163822571,Fernando Lozada,11554
151476891551110,Kim Auclair,481
44492679945,Dr. Mark Chironna,9601
530644010281507,The Baker Twins,3722
234893306614487,Youtubable,7358
163841163661662,Karli Henriquez,1569
497398740336841,Travis Pollen - Fitness Pollenator,408
1827678217550976,Kyron Dryden,5327
1413684465536776,Mattie Lynn Breaux,1355
317596531686176,Diana Espir,11088
377798919045416,Stuu Games,5740
108308632558250,Sachie,8080
465381030176111,Tasha Smith and Sidra Smith,3313
53745323466,JoJo Wright,1237
116452791774285,Brandi Petersen,9721
137266942978168,George Rose,3579
233839654349,Frank DeCaro,5908
349517305168499,安苡愛-小愛,5877
620520747976621,Otra vez Lunes Show,6350
108724449164815,Kataxenna Kova,5454
279059213609,Liezel van der Westhuizen,3997
14484265541,DJ TARGET,8040
104933509667625,Thibault Mr.Kuro,3099
116295058402109,Maria Kanellis-Bennett,3822
137920063063410,M Russell Ballard,6135
128327663956877,Ney Leprevost,4564
208635202481827,琇琴,399
689957451040013,SpeXial-Teddy,7441
1487768581498517,Murphy Huston,9281
216148581779215,Bibanator,3744
117295261635851,Lilies diary,7569
1040696349286530,Marco Collins,8643
205874832757308,MrBboy45,9819
171216133052577,Dawna Stone,7892
101373906570119,Edie Eckman,6690
210007043725,Maelk,4117
181259911970565,蜜糖甜心-蔡小佩,5540
134138363291996,Press Heart To Continue,3656
235878199783779,Jen Sincero,10191
828151887238834,Rovilson Fernandez,2001
157777691023724,Sonalii Castillo,2229
225102517519462,Ranae Holland - The Skeptical Scientist,6038
181800915194768,Rae Johnston,7428
96033897836,Geraldo Alckmin,11326
447921795634,Crystal Cheung 張紋嘉,3999
1378862512358222,Daniele Del Grosso,5959
272821656088094,Crawford Collins,9887
41901541878,Vernon Kay,5262
267730823346061,胡安安 Josephine Blankstein,11016
202291193123104,Zainal Bin Sapari,1543
792551964131750,Saul R Show,5799
117969081548688,Dan Bursuc,11321
439753992729478,Gabriela Grechi,10382
192655384114607,Izara Aishah,10578
209138679247457,Modamax Magazine,4085
66435815451,Anne Rice,2119
348311341993736,Boris Izaguirre,8030
324522667658814,Darcy Lapier,6940
102699586436876,Alex Bhathal,5886
597910813657140,Annie Hoffmann,6402
634446993298300,張采寧Winnie,1737
142826519221536,Ram Madhav,7576
152566714925055,Sturmwaffel,11413
60054396819,Taffi Dollar,8431
186677295066,Fireman Sam,10797
114697345225165,Toi Troutman,7267
180364211988503,Theron Zahn,3537
329374710471072,Steve Arterburn,2244
102323509814234,Funny Face,8952
120970824650303,iBlali,1271
204428256246904,Mike King,11228
1478799432378176,Raúl González,9259
190633182800,Carlos McConnie,3355
933761546675277,Nathalia Casco,8994
488057414614954,Metro y un medio,11530
192639277447326,Acharya Bal Krishna,5000
146267288749256,Britt Flatmo,6070
371481336234245,Fleeur,5723
150525838888,Bruce Buffer,541
188826047802103,Elle & Blair Fowler,9595
164869012453,Mystique Summers,11172
123040616847,Michael Savage,7239
646468488843279,Amber Doig-Thorne,8628
14067623593,The Psychic Twins,9212
1381916215460690,Supermodel EMME,1771
321063154905551,Elenoire Casalegno,10228
534046979978970,Paola Marella,10706
104537862878,Candi Redd,4502
263243910356533,MOMO OFFICIEL,2665
62188827209,Femi Fani-Kayode,4449
838938889500068,Literally Anika,4754
198316860292592,MyLifeAsEva,5447
135096019844745,Fiona Falkiner,11417
192064930846510,Jim Certified Broadcast Meteorologist,2032
202928216407016,Josh D. McDowell (Ministry),11173
324395390952134,趙孟姿,8854
8986263900,"Leopold ""Butters"" Stotch",116
108045859543668,Chong Kee Hiong 鍾奇雄,4989
566458156738235,Thebeauty2go,9216
211627795517940,Ciaoobelllaxo,1621
919394324773629,張秀卿粉絲團,11073
118665634838640,Joshua John Russell,10855
490576934302865,AA9skillz,10468
126357934012,Allan Kittleman,1414
34845120902,Pastor Rick Warren,7973
558798494133849,Kundan Srivastava,9919
276708266084189,Ray Dalio,655
146588418863243,Andreas Jancke,10111
160995523917903,Suzanne Stratford FOX 8 News,10843
85281699228,Natasha Brown,10567
62507427296,Bill Maher,3354
106596079377563,Alan Caligiuri,3859
269575917084,Andreas Kieling,1266
262878677087188,Marie-Christine Proulx,4590
214040098684277,Chris Jericho,5410
170311893070222,Tony Vandemore,3653
261963413876113,Jill Upson for WV House of Delegates 65th District,9840
124088531091609,Major Fábio,2276
132676826769851,PeanutButterGamer,3689
184737998234010,Bruno Motta,8744
156333371104310,Styled by Ale,2485
309174989101306,Patrick Alain,2197
175277275874859,Gaby Natale,542
460623490624217,楊玉欣,3786
330115160432068,Jenn Scalia,8379
1556886191207880,Dan Martell - JFDI,10588
596633503733206,Lily Pebbles,10793
211099252420593,Lee Dixon,10062
351429228312792,Reana Ashley,5019
500675516677666,Celine 楊鎧凝,7663
149202585133454,安琪 x Angel Chiu,2968
394850650543846,Einfach Echt Julia,7737
1424986127777707,Giridhar Talla,5591
643898002340586,Scotty Sire,11064
99925643778,Darren Palmer,7284
1727427137489519,Tanya Mityushina,6589
127748297633,AmazingPhil,7433
699597300106983,MC Jin,613
161129464049800,台灣第一等,4290
503538769732554,Brian Unger,3172
874176962702988,Mellody Hobson,4116
330537136988048,沈宗霖Zoy,2788
316436365209842,Claudio Cecchetto,10155
1246777678670772,Agustina Casanova,3864
440782702664364,Mia Freedman,8081
1061306913885935,Danielle Noce,1349
221178262212,Kelly Price,10317
600875586765455,Brian van de Graaff,5887
68996682748,Carly Fleischmann,7467
6392833681,Phillip Schofield,9202
232743090112030,Bianca Dragusanu,6196
121327294556025,Bishop Clarence E. McClendon,9772
36491475887,Fabio De Vivo,5251
188359601181222,Simenona,9777
234082520096575,Sainabou Sosseh,8532
108433332677901,金老佛爺 Fashion Blog by Kimlafayette,3988
273441576042789,SKK,5739
116196531819933,Muhammad Yunus,7624
354203811267,Catrific,5437
50670281251,Dan Savage,3023
160543968583,Bob the Builder,8851
1019711431407015,Constance Hall,10573
389800698024230,高怡平 Isabel Kao,1548
135389086519716,Cleo - 林鴒 -,1592
267505706633817,Dr. Barbara De Angelis,926
229747550526331,王宏哲教養、育兒寶典,2414
149558661898720,Kabby Hui 許雅婷,8770
321873835270,I Love Dogs - Animal Advocate Wendy Diamond,10513
786857944729164,Christina Bösenberg,6212
377809305682072,Susanne Klehn,5681
254184011426278,Doug McKenzie,9486
109216842435269,John Basedow,6622
108901932531305,Princess Ghida Talal,11405
315783721820994,WJHL,7427
117876615021013,Adriana Abascal,162
133732400005875,Anna Everywhere,256
442249269253566,Christian Acosta,1925
107352099310960,Shaunie O'Neal,6868
1623052964632513,Der Roméo,2085
223617094343251,Caggie Dunlop,8044
204496509751011,"Salvo5.0. Salvo Mandarà, reporter per caso",6995
135272196511155,Marilyn Diamond,7058
335429716584504,章家瑄 Rachel Chang,3550
493699427451208,Jamie East,5755
155352647891227,GulzarSethi photography,10903
761546980595546,Stefano Callegaro,2048
263337740379308,Ran Rahav,3254
792003077522540,Sybil Summers,6041
257989000971097,Ilie Bolojan,5966
198251103627897,Mexicana Universal Guanajuato,3753
349007818519440,妞妞,10385
949995461686130,Lachy Gillespie,4553
483652698354882,Dr Pixie McKenna,5331
148810465133488,"Bruce H. Lipton, Ph.D",5992
220878104228,Jason Ellis,9209
216912758364537,Nicky Byrne,2182
188218167886932,Trisha Hershberger,374
283319885028844,Jadra,8396
196080200600948,宋新妮  XIN NI SUNG,6869
163719327124897,Constantine In Tokyo,1222
12936316499,Tintin,560
197436446619,詹乃蓁Janet-Z,2073
117630431583500,Jackie Bruno,2679
75599344468,Alena Fritz,10364
106970769371866,Todd Durkin,4498
163894976049,Carson Kressley,8424
104989762932417,AlicelikeAudrey,6984
386341885864,Fero Andersen,7800
6415897870,Laila Ali,7571
115258171877242,Esther Sedlaczek,9279
637060346364212,Candy heaven,5748
1427708830774296,Vicky Pattison,10422
932423843448423,Darya Strelnikova,569
191813269396,Armstrong & Getty,4922
303560773061155,Reza Farahan,6569
116156325067957,Nicole Ryan,11249
402363753110978,Beth Harwell,1919
288123594106,Davey Wavey,3316
148029765241723,Junior and Willie Edwards,6687
237904509728306,Daan Jordens,6108
298183906989946,Loserfruit,2059
126955693985649,Yan Ng 吳日言,7036
126988117355599,Soy La Mala Suerte,3925
1487885411439505,Lassie,7429
380845842098095,吾爾開希,9299
88073735642,Riccardo Cresci,7388
107063462682603,Rosina Grosso,8591
138606979505603,Muzzafuzza,4480
123055214452714,Danny Burnage,8590
139686209446900,Rabindra Mishra,8964
55489470368,Gwabir,2797
354078558080482,Lydia Topmodel 2014,7402
8966502491,Hannah Simone,10848
415368181973841,Mike Puru,285
76790379288,Jennifer Gimenez,4520
1515182025468559,Nicolas Berggruen,9555
132973543395659,georgia salpa,1562
320653749191,Chelsea Houska,595
114382035238545,"Abby Johnson: ProWoman, ProChild, ProLife",5498
173094139409980,Cabral,6129
269182710123290,Meika Woollard,5891
156470731044117,P-A Méthot Humoriste,5490
514548988603395,Maria Marzana,9696
216537388371656,Orlando Pita,6985
150666941641312,Olaf Schubert,4458
115904761799997,鄧詠家 Mandy Teng,3295
43359088287,Brody Jenner - Official Page,2084
336429383038525,Caity Lotz,4807
21898023228,James Rollins,9272
116996081651003,John Edward,1186
337908272993388,Andreas Seidl,1811
276870219315,韓瑜Angel Han,6203
153371961365417,Michel Martelly,1755
194233437330022,Mark Spence,2311
18362249437,Organik,4317
554148968121169,James Mathison,5961
196119810509695,Luli Fernandez,1033
93132820107,Bispo Edir Macedo,1303
557079631068239,Dima Koslowski,11207
127838953946009,Paul Jr. Designs,5242
613389318767802,Leon Alonso,6065
82544493435,Loose Leashes by Ron Schmidt,1852
285131868177563,林采緹 Sunny Lin,401
389531741069192,David Lloyd,2782
445650292144410,Manuela Paz,7720
101508526071,"Omotola Jalade Ekeinde,MFR",4240
163178697029070,Stephanie Carrington,10592
1556651234610639,Roy Fares,6906
130154450386598,Sophia Martelly,10800
1289928794356785,Dometi Pongo,5299
668951056503446,Fortfast WTF,7337
87151404512,Luca Abete - official page,9139
353711251339030,988 DJ : 湘君,4882
676561669021426,Alison Levine,8498
854746794599672,Alisa,3276
1564441167138811,Família MC Don Juan,8587
101043269988443,Dan Bongino,10094
154054154640126,Dari Alexander,8105
143435292891,David Wilkerson,8679
129983453714610,Tanya Kim,7899
131132136922057,Malika Dudley,2444
380480792023390,Ivy Doomkitty,7223
161626367207136,Ultra AleM,3435
196508567153255,Princess Madeleine of Sweden,3750
198092379212,Daneboe,7501
198311436900928,Leslie Montoya (Univision),8037
424699597732884,Jeremy Bieber,7120
250129201756473,Steve Zaragoza,10910
149765858410439,Hooked on Science,5599
1401357606854309,Kristin and Danny,2706
146111878839999,Dominik Bruntner - Mister Germany 2017,5513
211530488891053,Rocky Danny,6251
227327410637768,Vegie Head,1064
114092251935061,Trop Rouge,10186
320336461322042,Georgina Duluc,6461
312264633447,Linda Durbesson / LDFIT,3933
109550892743645,David Kingston,11167
206155572745342,Matthew Lyn Photography,11069
179060034059,Carla Gozzi,6560
458915364160052,Shi,5851
177839972328167,Ingolf Lück,3092
309525925854654,Cristian Chirteș,11356
362016993836238,Carol Narizinho,11259
489102994544079,Simona Hartl,1931
109635789090259,Danny Clayton,1695
618552678244864,Jero García,8781
115599335143695,Joy of Mom,5027
178363375626766,Humphrey B. Bear,3716
109693852750099,黃宏軒 Xuan,1536
300299460280,Maya Penn,2712
109160914805,DJ May 子,5354
238163336226014,Felix Arroyo,9054
524874834242850,林采欣 Bae,1335
267681699991559,Bebeto,1441
1528041654110634,Pari Roehi,6529
1592323071007594,USA Freedom Kids,7594
165153116896574,Andreea Paul,5389
427627364019954,Yandy Smith,9970
288706674827,Chef Rick Bayless,5673
343879652349574,Colby Melvin,1986
1566215346983132,Vanessa Van Edwards,1515
1583701035186723,Borja Voces,11003
375187862555699,Malena0202,1099
205581019474599,Mary Manin Morrissey,9563
255797647869305,Flor Ventura,475
384426821591814,Julien Solomita,3102
419196131452647,Harael Salkow,3437
244018557282,Mia Davies,4361
187635781272943,Stacy London,470
139229229550928,Melek 'm3lly' Balgün,7081
371423479134,Alexandra Rietz,464
474770615606,Sam Saboura,4002
109022995791171,Melissa Grelo,5390
180246218678138,Le Happy,2778
1129805890380529,Awkward Puppets,8866
165963281102,Jacky Fontánez,4497
86733523405,Larry Potash,885
247441128668254,Jacob Landry (swamp People),5316
287585804599662,Lana.C 徵徵,5774
138754492872676,Pixie Le Knot,4943
285050901540730,李培毓 Sandy,4204
166206840059942,Donny Deutsch,4964
172192712664,Logan Lerman,6365
466382190189470,Masagos Zulkifli,2431
115203393502,Tom DeLay,6368
37356654636,Rocco DiSpirito,7111
1441149379498322,The Wee Man,7217
34717361681,Martha Debayle,9155
255767343289,Flo Kerschner,10131
287307876855,Vainstream,6553
132900071599,Bob Donaldson,10424
160081617398443,LubaTV,0
319363951415489,林書葶 Una,7172
591097600913357,Jamie Laing,4225
318689473498,黃志瑋 Jerry Huang,10407
651113654922954,Team Kramer,4138
53754642881,Michelle Phan,5812
42463089953,Cesar Millan,7577
131029700272322,Richard and Judy Book Club,8667
118132148210245,Richard Wilkins,920
349033761841247,DJ Dean Mac,2869
38571094839,"Helen Fisher, Ph.D.",4535
194140634057443,Amanda Ensing,974
1393489334211539,Carol Alt,10716
423022564426090,Animate Florida,5771
385339731503696,LilyChannel,9531
169789146438787,唐葳 wei wei,9718
52224350689,Carmen Franke,8004
525203000891632,Simone Furlan,7096
147338175306962,Dr. Shefali,8286
362240947197770,Femke Meines,2043
139973716018628,Susanka,505
20387027344,iJustine,7977
169951323207418,Amanda Frances Model,4870
386349634724109,Michael Wayne Foster,2924
1562163750733018,Meg Gatto FOX 8,2621
297120827454,林芯儀 Shennio Lin,4368
92934199544,Emily Scott,8123
201381839917670,Andreas Moravec,9926
486146824811686,Anja Rubik,5270
1102634213121905,Rebecca Cressman-FM100.3,2776
258136807672534,Herr Currywurst,969
1433228536931705,Yuri Righi,9104
397072360463107,First Lady Donna Edwards,8109
287702588032028,Christoph Oberheide,356
55426457955,Ivan Misner,2951
1409724115928557,Io Ti Maledico.,11182
1492525727637027,Melanie Murphy,8419
565594816832074,Laura Marano,8809
306035271984,Pam Moore,3638
139619776061785,Gronkh,8721
263207197053738,Kevin James,1712
48329504861,Ali Moeen Nawazish,4984
1417253141862537,Passion Sisters 中信兄弟啦啦隊,7882
92266620805,K-LOVE Morning Show,9285
253102935553,Karen Ficarelli,6919
313653089102,Tim Jarvis,7403
125017510902959,Attorney General Bob Ferguson,11248
191948190849775,Tim Shriver,2360
111048925626837,Shibani Dandekar,5817
224939634182795,Calfreezy,6600
393909214008680,Crystal Hefner,7602
295827063904321,"Phil Howard, MA",2127
434526823286438,Anna Maria Damm,593
183902640926,Leo Howard,2377
140358682707888,Laura Thomas wspa,691
103340722313,Dr. Kevin Leman,6434
868196263246735,Just Johnny,5237
106666689399993,Liz Hernandez,1139
1675586126026637,Jeanette Rubio,9628
143422849017239,Cari Cucksey,8736
105538709493779,MAXtheRoombaCAT,2117
146559448727896,Change Way  箐箐兒,5763
358770564328153,iPhonedo,92
777754218918060,Paola Maria,10125
38483929572,P. Allen Smith,3704
213899311977149,Sunny and Shay,1680
549851011776691,Tiffany Heinen,364
877721685668451,黃旭Samuel,4460
468207846523343,Nelson Mandela,157
1393727760927670,Erik Courtney,6208
77336790721,Carel Pedre,6263
227578044260007,Josh Paler Lin,2707
680241615354366,Nancy Fuller,8203
129825580384108,Amber Day Fitness,11500
117771628258097,oneFM Nicholas,3121
333215664031,Wayne Pacelle,683
6321306854,Craig Kielburger,11269
531312026908707,Mr. Hankey,2452
271381129649007,Seraph Sun,3247
27312778725,Max von Essen,9870
156129567737813,劉盈秀,708
598924380127522,"Josue Carrion ""Mr. Cash""",5737
178872308853520,Shemane Nugent,11100
253646384650851,甜心公主〃糖糖,8054
117942071638047,GTV世界第一等,4961
442554995917940,Kiss Daniella,6043
10932215714,Ørkenens Sønner,8569
286030767394,Meg Bitton Photography,3286
454084725505,Mitch Joel,8967
187841021347042,Miss South Africa,420
740166562704204,Sir Peter Charles Leitch,9630
210351059151433,Geoff Lawton,3860
154731721239594,Space Frogs,9533
1645434809069366,Harmony and Elliott,4174
244509742266353,Celina 'LINA' Judd,7055
55554107518,Chenese Lewis,9363
108866952470339,GORKY M,2762
693504594115135,Hashem Al-Ghaili,11013
247189577486,Lisa Osteen Comes,2740
313413488818719,Emanuel Stênio,5120
110525202340964,ZooEL,2507
131919732549,Jane Treacy QVC,8535
364135563694953,Michael A. Gleiber MD,1733
350366888355734,Si Robertson,9293
118708321566716,Kevin Kelly,5618
117712358270107,WanderingTrader,8175
148037483740,Kris Vallotton,9302
138730549551929,Annalise Braakensiek,7408
106170392776323,Julia Porath,1300
131103786932841,Phil Clifton,2312
410036715790733,Tahan Lew,2967
149144558529018,呂慧儀 長腳蟹,9497
608404229203879,Queen Brooklyn,3504
385222608227973,RJ Nilam - Red FM,1301
113248722127298,蔡康永,881
175917662519917,馮秉軒(餅乾),5876
290837265178,Joy Bauer,11086
128747130644889,Júlio Delgado,9462
48576856877,Xavier The X-Man®,272
486552214814431,The Gabbie Show,10911
747113272076027,Hillary for America,9484
152495428224497,Deputado Carlos Melles,3159
1701599953399862,ChrisOflyng,4262
114318031939070,Stace & Flynny on The Hits,9148
263977561200,Dana Wilde - The Mind Aware,952
245036985524844,Jared Sawyer Jr.,3053
56647547000,William Carnimolla,10858
1412777498940317,Desiree Hartsock,1751
1050471238308633,Albane Cleret,10301
259872638257,د. سلمان بن فهد العودة,2749
680371012089640,Derrick C. Young,4888
74380355760,Vince Ebert,3600
117617305595,The Healthy Voyager,3527
23002636685,Evan Marc Katz,8737
183417085167791,Tony Thurmond,776
171872002840044,Edmond Poon恐怖在線,1940
222088547845399,Gabby Logan,6100
755316084557210,Henman Lee 李佳峰,868
898323810214122,Katja Peterka,8683
110095465697512,Brandi Milloy,7180
792925894066948,Manish Tewari,5926
701174306678835,Chuk Morka,3547
453390228155672,Ziad Aboultaif,1306
107025612661194,Lauren Conrad,8758
181582881853740,Whoopi Goldberg,1551
558886744218797,新井利佳 Rika Arai,8268
105547692810949,Owen Bonnici,3081
1402658923351175,Jeimy Osorio,1124
1488664701350828,Isaac do VINE,4577
157667060993359,Robert Garcia,6855
361337253909265,Assi Azar,10284
153040898125834,Krystaalized,2855
573731502811985,Resepi Sheila Rusly,9633
248367355200225,Aja Dang,250
192632690792599,Vício Feminino,7888
1388650041390277,Mimi Imfurst,4669
416881075129637,Vanessa Kuzmich,1176
454428374675951,Luís Lourenço,4411
362823150497044,Nick Mastodon,1297
161885049811,Isis King,7451
269454013165426,Vita 甜心布丁,10016
304426636295937,Jennifer LeClaire Ministries,5538
76841179443,Ellen K,7942
717696615002063,BigNik,4226
258269184241288,David A.R. White,4113
465634753452760,Harry Shearer,2349
193368124142865,Mc Zone,5483
930863476988532,Costin Borc,3232
227532293952,Doctor Jameel Alqudsi Dweik,6309
363128980541199,Sandra Kalniete,8049
253651621378861,Wing Nut,11095
162597417232850,Willyrex,3699
168866299832575,Jekalyn Carr,9413
356016434464974,Broken Thumbs,6462
123764744326832,David Miliband,1318
213924558661686,Mark Montano,7623
103424799717109,Dr. Brian Weiss,6536
434849259891811,Justin Michael Williams,3932
604495859584808,Criss Martell,1372
624746100971828,Stéphanie Villedrouin,7943
100325699064,Yendi Phillipps,4068
957601834325752,Joi Ito,7743
1386297838248884,邱瓈寬,7685
498819840299877,Manuel Campa,7412
171743922905352,Renato Cinco,8695
167256289956134,Greg Screws WHNT,7198
308978452464759,Enzo Miccio,2344
171142876229077,Craftingeek*,9865
162358787143754,Brian Mullahy,10840
